time,Female,Male
0,22.59954142197967,19.57692307692308
1,22.648351648351646,22.41758241758242
2,22.527472527472526,22.384615384615383
3,23.01327524459501,21.33516483516484
4,23.840659340659343,22.06043956043956
5,23.1978021978022,22.06043956043956
6,22.816191554720465,22.873626373626372
7,23.543956043956044,21.912087912087916
8,25.824175824175825,20.707920504491142
9,26.346153846153847,22.076923076923077
10,22.884615384615383,25.181102149311577
11,25.39311463164354,22.197802197802197
12,24.840659340659336,24.802197802197803
13,25.741758241758244,22.81868131868132
14,28.192307692307693,24.574995411430066
15,27.593406593406595,22.697802197802197
16,26.53296703296703,24.291208791208792
17,28.52747252747253,23.527472527472526
18,25.972527472527474,26.54448788301251
19,28.39010989010989,22.07142857142857
20,27.730769230769234,23.598901098901102
21,29.81318681318681,23.043956043956044
22,30.156586043718374,22.362637362637365
23,28.31318681318681,25.4010989010989
24,28.434065934065934,24.862637362637358
25,30.07652257157071,22.071428571428573
26,28.01648351648351,20.653846153846153
27,30.5,18.351648351648354
28,30.37912087912088,21.68131868131868
29,28.58241758241758,22.543956043956047
30,29.483516483516482,23.252747252747255
31,28.961538461538467,22.725274725274726
32,28.835164835164832,23.774725274725274
33,30.13186813186814,23.66483516483516
34,28.57142857142857,23.274725274725274
35,29.38461538461539,24.85164835164835
36,32.516852677037846,24.806821603392244
37,31.785714285714285,24.626373626373628
38,30.86813186813187,25.39010989010989
39,30.725274725274726,25.593406593406595
40,31.379761202199447,23.796703296703296
41,35.505494505494504,25.21428571428572
42,35.07692307692308,25.641191178020414
43,36.43424393700344,33.972527472527474
44,33.65384615384616,36.33516483516483
45,34.66483516483516,38.31438507480274
46,32.92857142857143,37.489010989010985
47,32.89010989010989,43.917582417582416
48,41.80769230769231,47.36607275465731
49,44.15384615384616,47.157281545866084
50,45.99345024470709,45.43956043956044
51,41.47147222272905,45.96153846153845
52,37.34065934065934,46.994505494505496
53,39.22051854088888,48.697802197802204
54,41.77472527472527,47.207920504491135
55,38.14835164835164,48.34899377526435
56,38.61741124671154,46.87912087912088
57,39.137362637362635,50.90572270229333
58,41.29080828585642,48.758241758241766
59,42.379761202199454,46.50000000000001
60,39.09030787979334,44.67495347152411
61,40.85164835164835,47.39473369130433
62,40.648832332176994,48.3901098901099
63,41.69230769230769,47.48351648351648
64,42.35164835164835,46.82224815868281
65,40.060439560439555,46.21428571428571
66,37.582417582417584,48.302197802197796
67,39.967032967032964,49.27472527472527
68,42.22527472527473,48.42307692307692
69,43.0934065934066,48.142857142857146
70,44.04395604395604,50.357142857142854
71,42.829670329670336,51.37912087912087
72,43.824384072691444,52.41758241758243
73,43.87362637362638,53.87362637362638
74,45.198379606872145,52.69230769230769
75,45.467032967032964,53.52747252747252
76,44.33516483516484,55.025544861979526
77,44.7967032967033,53.15934065934066
78,48.066574389012644,52.16483516483517
79,45.36263736263736,46.53846153846154
80,47.05494505494506,51.417582417582416
81,47.917582417582416,52.873626373626365
82,45.52197802197803,50.76923076923076
83,48.48625637338871,54.21978021978022
84,47.27472527472527,55.747252747252745
85,47.236632896818065,55.78201350474514
86,45.98901098901099,54.73076923076923
87,47.23094723370673,54.73626373626374
88,45.59614648327882,55.12087912087913
89,47.073455202755504,55.29120879120879
90,47.33745106877083,56.89010989010989
91,48.00300474153365,53.73076923076923
92,47.083057905496155,53.71978021978022
93,47.78086010329835,53.42857142857143
94,45.90659340659341,54.38461538461539
95,44.829670329670336,59.73626373626374
96,47.35164835164835,55.862637362637365
97,45.46153846153845,55.89010989010989
98,49.653846153846146,56.434065934065934
99,48.362637362637365,53.18681318681319
100,49.81318681318681,55.87362637362638
101,46.95054945054945,54.22527472527473
102,47.71978021978022,54.80769230769231
103,45.953873553653345,53.41208791208791
104,46.29184911428736,55.494505494505496
105,45.67914827892808,53.28571428571429
106,43.62388386241278,54.26923076923077
107,46.415412015191805,53.62637362637362
108,45.45054945054945,54.560439560439555
109,41.456043956043956,51.67582417582418
110,42.937310493325796,51.670329670329664
111,45.14306539137276,54.87912087912089
112,47.934274182581554,54.659340659340664
113,46.28571428571427,52.857142857142854
114,43.340659340659336,52.55494505494505
115,47.670329670329664,52.319001936326906
116,45.61538461538461,58.1978021978022
117,47.25274725274725,53.82417582417582
118,50.2032967032967,52.82417582417583
119,46.57692307692309,54.835164835164846
120,45.395604395604394,54.83516483516484
121,44.08791208791209,52.69230769230769
122,48.532967032967036,52.681318681318686
123,46.505494505494504,55.62087912087912
124,45.39010989010989,50.25274725274725
125,46.495020472078295,50.967032967032964
126,45.83516483516484,53.5989010989011
127,43.6088348600917,52.95378252829779
128,42.5989010989011,49.15384615384615
129,43.24725274725275,49.42857142857144
130,45.274725274725284,49.20879120879121
131,45.91779066609804,50.01648351648353
132,45.91245707264224,50.54945054945055
133,47.75824175824175,50.35164835164835
134,46.00549450549451,50.598901098901095
135,47.283543883323674,46.52005035648501
136,43.33516483516484,47.910160246594906
137,46.681318681318686,48.74532508175974
138,42.749279378579665,48.5
139,39.28458579606656,54.43406593406594
140,39.670329670329664,49.24638204295268
141,44.4372789241152,50.85164835164836
142,44.62937836790728,44.92857142857144
143,43.96153846153846,45.59340659340659
144,43.53314503590453,48.57692307692308
145,45.492015730544644,46.560439560439555
146,42.082417582417584,47.22527472527473
147,44.794532894312674,50.406593406593416
148,46.78021978021979,49.811259147693804
149,45.92364641055853,48.23267010593401
150,45.65959078525202,48.005494505494504
151,48.57692307692309,45.87912087912088
152,43.96190762209279,48.642857142857146
153,43.78021978021978,48.82417582417584
154,45.31521344451374,47.28571428571429
155,44.72180685110714,46.604395604395606
156,43.382125620654534,50.939560439560445
157,42.65384615384615,50.763736263736256
158,42.40723372967198,49.41758241758241
159,44.72527472527473,47.95054945054945
160,42.00567250843201,45.63736263736264
161,43.83516483516484,45.98351648351648
162,44.11191674121704,42.22527472527473
163,42.3358051582434,45.6978021978022
164,48.07142857142857,45.187133804458796
165,47.13736263736264,48.456043956043956
166,45.5169984940563,47.56593406593406
167,48.143372120429945,44.137362637362635
168,45.54183544054952,45.41208791208791
169,44.84915858768749,45.76923076923076
170,46.63186813186813,43.01648351648352
171,47.0,45.505494505494504
172,46.14285714285714,48.37912087912088
173,44.71428571428571,48.69587453230919
174,45.07539299761105,46.30769230769231
175,44.77472527472527,49.25274725274726
176,42.89075021318846,47.26923076923078
177,44.410878794284194,46.88461538461537
178,43.70879120879121,45.467032967032964
179,41.39010989010988,44.87912087912088
180,42.66483516483517,44.84615384615385
181,43.2204205428588,46.79670329670329
182,44.40173922417747,46.06043956043956
183,43.1978021978022,43.285714285714285
184,43.88970938475753,43.082417582417584
185,43.914114543414826,46.65741299384766
186,43.543956043956044,47.05494505494506
187,41.467032967032964,49.153846153846146
188,41.401098901098905,46.36813186813186
189,42.25121717343522,44.604395604395606
190,42.17032967032966,42.505494505494504
191,41.51648351648352,43.39010989010989
192,44.21813902741356,43.02747252747253
193,42.52197802197803,42.46153846153846
194,41.63186813186813,44.829670329670336
195,42.51372890086123,42.57605237262301
196,43.80769230769231,47.15384615384615
197,43.84065934065934,44.8021978021978
198,43.06107988351815,45.42857142857143
199,44.84615384615385,46.79670329670329
200,45.92307692307692,45.082417582417584
201,39.104395604395606,43.51648351648352
202,45.205963657702185,44.25571862983932
203,45.21556636044285,45.489010989010985
204,45.52747252747253,41.670329670329664
205,44.439560439560445,40.76923076923077
206,41.54945054945055,43.120008416579054
207,42.10989010989011,45.45054945054946
208,43.38461538461537,42.681318681318686
209,44.44505494505495,46.40659340659341
210,44.3901098901099,41.670329670329664
211,39.97802197802197,39.692307692307686
212,42.4573246022011,40.51648351648351
213,40.96703296703296,39.08598442241908
214,42.65384615384615,39.33516483516483
215,40.681318681318686,41.0989010989011
216,41.582417582417584,43.07632761401365
217,39.43992960011478,42.87912087912088
218,41.57692307692309,43.543956043956044
219,41.898928498708294,42.71428571428571
220,40.25824175824175,41.35164835164835
221,40.46153846153846,38.94505494505494
222,40.83516483516483,40.44505494505494
223,40.791577951763124,38.560760178085154
224,40.0741684613008,39.379120879120876
225,39.104395604395606,42.950549450549445
226,40.19230769230769,41.42307692307692
227,39.73626373626374,42.681318681318686
228,40.44465443970259,38.62087912087913
229,39.62087912087912,45.613718650547895
230,40.42371724615548,45.20712524395448
231,41.49471374302111,42.9010989010989
232,42.561079883518126,41.48901098901099
233,39.85714285714286,39.86204189972793
234,40.42857142857144,37.5378660755521
235,40.291208791208796,40.23076923076923
236,39.96767329011153,39.76923076923077
237,39.59123619101599,43.67582417582417
238,40.70879120879121,39.7032967032967
239,42.27432476937291,39.33516483516484
240,36.02747252747252,39.55121997663377
241,38.340659340659336,40.34615384615385
242,37.07142857142857,38.24175824175824
243,38.65384615384615,36.88461538461539
244,37.25845000675738,37.73626373626374
245,36.19982882912911,39.65934065934066
246,37.620879120879124,42.71428571428571
247,38.79120879120878,41.05494505494506
248,40.52747252747253,37.31152084835009
249,41.05494505494505,42.395604395604394
250,41.28021978021978,39.104395604395606
251,39.23626373626374,38.043956043956044
252,37.73626373626374,38.13186813186813
253,37.232795862096154,40.065934065934066
254,38.19251594082331,38.61538461538462
255,38.362637362637365,38.94505494505494
256,39.102225202004995,38.302197802197796
257,36.491297222616986,39.59340659340659
258,36.934065934065934,38.324175824175825
259,39.395604395604394,42.81868131868133
260,40.63186813186813,40.714285714285715
261,39.694593925913686,39.456043956043956
262,38.862637362637365,43.65934065934066
263,36.99410498915313,42.52747252747253
264,39.18681318681318,43.67582417582417
265,37.73626373626373,39.33516483516483
266,39.12087912087912,42.791208791208796
267,38.85714285714286,40.78021978021978
268,39.36877219121045,44.11538461538461
269,41.07713132543869,45.07692307692309
270,35.26923076923077,40.543085339655974
271,36.48351648351648,41.33854627416126
272,35.39075021318846,43.77472527472527
273,37.008818608598396,42.52747252747252
274,42.318681318681314,39.89010989010989
275,38.57142857142857,40.47252747252747
276,35.970037708566615,40.6043956043956
277,32.862637362637365,40.66089944563641
278,35.28021978021978,39.318681318681314
279,38.915092653621564,39.41758241758241
280,35.03846153846153,43.13186813186814
281,37.48415680659505,40.41758241758241
282,38.39010989010989,35.37362637362638
283,36.437390037169834,37.11538461538461
284,37.40659340659341,36.23626373626374
285,36.489010989010985,35.97802197802197
286,39.44505494505494,39.6978021978022
287,38.56657438901264,40.37196040878965
288,37.56043956043956,39.03296703296703
289,36.450549450549445,40.57692307692308
290,37.27472527472527,41.329670329670336
291,36.19780219780219,38.75108128791052
292,34.40862003792033,38.34615384615384
293,33.68681318681319,43.032967032967036
294,34.82107711056257,39.87362637362638
295,37.8021978021978,40.62087912087912
296,36.12108736939474,39.37912087912088
297,38.12969772947752,43.44505494505495
298,39.37362637362637,42.47596286454741
299,35.917582417582416,41.417582417582416
300,37.75824175824176,41.99283952966877
301,36.42857142857143,44.489010989010985
302,32.46217878461703,44.67582417582418
303,35.47802197802198,45.02197802197803
304,37.03296703296703,43.208791208791204
305,39.10503592747418,40.70879120879121
306,38.98351648351649,42.904927441756676
307,37.88461538461539,43.80769230769231
308,36.489010989010985,42.88461538461539
309,32.62637362637363,41.967032967032964
310,35.59235134360817,42.65384615384616
311,34.70879120879121,39.98158881802347
312,37.89010989010989,37.77472527472527
313,36.50549450549451,40.07142857142857
314,37.43189553167532,38.708791208791204
315,35.67032967032967,40.137362637362635
316,36.26156586134566,42.049450549450555
317,36.71428571428571,44.840659340659336
318,37.87362637362637,43.40050343818949
319,33.75824175824176,43.70879120879121
320,32.69230769230769,42.994505494505496
321,36.747252747252745,43.86646590329515
322,36.953873553653345,43.1043956043956
323,36.34615384615384,42.010989010989015
324,33.6978021978022,40.098901098901095
325,35.98854785637706,42.58241758241759
326,35.52530212508192,40.31318681318682
327,35.08812033642771,39.60989010989012
328,37.21428571428572,41.5989010989011
329,37.4945054945055,39.8901098901099
330,36.09543322473351,41.7967032967033
331,32.818681318681314,40.97252747252747
332,34.64618124596103,40.77472527472527
333,34.31868131868132,43.49391003159606
334,33.98901098901099,46.996199477925295
335,35.197802197802204,43.07605237262301
336,35.38461538461539,42.32417582417583
337,33.346153846153854,45.52747252747252
338,33.362637362637365,43.51098901098901
339,32.882444982224776,42.10352490009555
340,34.252747252747255,41.872618943259845
341,33.92307692307693,42.44505494505495
342,37.76923076923077,42.40599794368398
343,36.565934065934066,43.44954202018293
344,35.747252747252745,44.09340659340659
345,37.0989010989011,40.88461538461539
346,36.17914827892807,43.71978021978022
347,35.494505494505496,41.895604395604394
348,36.670329670329664,40.40659340659341
349,38.63186813186813,37.254306039042994
350,35.582417582417584,42.59340659340659
351,37.3021978021978,40.456043956043956
352,35.44505494505494,38.86813186813187
353,37.18131868131868,41.274725274725284
354,36.86813186813187,39.59684198542653
355,34.35164835164836,38.81231610888675
356,36.58791208791209,40.74175824175825
357,37.8021978021978,40.22527472527473
358,37.70622030104824,43.939560439560445
359,38.19230769230769,42.9224814601675
360,38.934065934065934,42.04336058104661
361,39.48351648351649,40.78571428571429
362,38.17582417582418,40.32417582417582
363,39.582417582417584,40.917582417582416
364,37.47802197802198,38.37362637362638
365,35.06043956043956,41.38923918580982
366,36.86514467778962,43.120008416579054
367,40.3811475104478,44.25274725274725
368,38.1978021978022,41.93956043956044
369,37.07692307692308,37.901098901098905
370,37.543956043956044,38.005494505494504
371,37.64322630341147,43.14835164835165
372,35.44837904815884,41.19230769230769
373,38.882444982224776,39.9065934065934
374,36.33476432981248,38.55473288511519
375,36.967032967032964,40.51944135284123
376,38.692948015386264,37.642857142857146
377,37.401098901098905,39.62087912087912
378,39.89075021318846,36.52197802197803
379,37.857142857142854,40.86813186813187
380,37.56043956043956,40.3131868131868
381,37.80769230769231,40.32826975066597
382,38.5,39.7573710539417
383,38.81318681318682,44.76863530632134
384,38.32417582417583,46.14835164835165
385,36.92877967708705,45.05494505494505
386,36.642857142857146,40.03296703296702
387,38.04510974466933,42.39076842458008
388,40.585741685521484,41.84065934065934
389,38.14835164835164,43.017171598479194
390,39.56376366354346,41.58731662500266
391,36.73036872541687,41.73626373626374
392,36.72527472527473,39.79670329670329
393,38.527472527472526,39.21978021978022
394,37.76923076923077,41.21428571428571
395,35.74725274725275,43.032967032967036
396,38.52197802197803,40.76923076923077
397,38.51648351648352,39.87362637362638
398,40.10989010989011,42.130202167031406
399,38.88461538461539,41.57692307692309
400,40.54025556225341,42.78021978021978
401,37.250576850356644,42.70712524395448
402,36.43366542871358,41.90659340659341
403,38.40659340659341,41.01098901098901
404,37.082417582417584,40.505494505494504
405,37.88461538461538,41.38461538461539
406,36.78021978021978,43.14835164835165
407,37.2187249699818,45.69587453230918
408,39.159340659340664,44.51394684734672
409,40.717609817389615,44.7628655594362
410,41.07142857142856,44.10989010989011
411,41.8021978021978,42.04945054945054
412,37.17148337104296,41.214285714285715
413,37.15037827967857,41.15999919381086
414,37.043956043956044,41.98954282806747
415,37.16686179616209,45.3131868131868
416,37.86596146574126,41.37912087912088
417,36.77472527472528,42.477151273721915
418,39.05494505494505,42.98351648351649
419,39.98351648351649,39.19230769230769
420,40.05266353949982,42.42307692307692
421,37.8021978021978,43.23626373626374
422,34.72730135660164,42.714285714285715
423,36.26711016582425,44.505494505494504
424,38.81278630783446,42.62616145654377
425,39.925103554403854,45.05434959203562
426,34.23626373626374,43.71428571428571
427,38.0989010989011,45.956702490514154
428,36.637362637362635,41.97252747252747
429,37.362637362637365,42.68197721578888
430,37.937390037169834,40.18197721578888
431,39.543956043956044,40.71978021978022
432,38.950549450549445,45.24519363377818
433,38.9154120151918,44.02813106194273
434,43.415011509839445,44.083076116887774
435,39.37912087912088,43.63186813186813
436,37.840659340659336,38.32417582417583
437,37.89010989010989,36.36813186813187
438,36.785714285714285,38.98901098901099
439,37.53499366429396,39.04395604395604
440,38.252747252747255,44.08624612307536
441,38.84818047748077,43.77472527472527
442,37.98351648351649,44.97252747252748
443,36.15613238745215,41.53786607555211
444,35.33516483516484,43.074995411430066
445,36.15167575145554,43.070833108519146
446,38.30769230769231,41.76373626373626
447,37.29015354141037,42.098901098901095
448,36.89311463164354,39.97252747252747
449,35.607256574865566,40.139156361887984
450,35.66136729066758,40.63020216703141
451,35.8021978021978,39.97252747252747
452,39.28021978021978,39.91208791208791
453,32.93956043956044,38.48351648351648
454,34.42857142857143,37.95054945054945
455,31.52530212508192,37.78379843557007
456,33.06593406593407,37.208791208791204
457,32.087912087912095,39.46643750412353
458,32.00064032307857,39.9065934065934
459,34.1499777743262,41.236795575320215
460,34.55494505494505,40.67582417582418
461,36.49175087888322,43.005494505494504
462,34.94505494505494,42.38461538461539
463,35.67646449890275,40.21011353431306
464,31.639389268689555,38.88154884077429
465,33.62637362637362,41.63802117183283
466,34.04945054945055,38.37912087912088
467,32.40004365130048,36.824175824175825
468,32.994505494505496,39.57692307692308
469,34.637362637362635,39.670329670329664
470,37.48901098901099,39.863169201693836
471,36.16483516483517,40.38461538461539
472,34.06043956043956,40.33516483516484
473,34.60989010989011,39.417582417582416
474,33.86813186813187,39.053279090108326
475,32.73366147620401,38.17065028797527
476,31.47802197802198,36.972527472527474
477,33.065934065934066,38.3057646421993
478,31.181318681318682,36.08791208791209
479,34.91208791208791,40.060439560439555
480,33.43609256539286,42.091740628569866
481,34.14285714285714,37.921410958240195
482,31.842685971986263,39.532967032967036
483,33.97802197802198,39.774725274725284
484,33.120879120879124,38.45087006819505
485,34.395604395604394,37.11371865054789
486,30.892136521436814,39.926905463734705
487,33.95807058737088,41.59340659340659
488,33.23586323091137,38.85714285714286
489,32.346153846153854,39.93750132608587
490,31.58241758241758,39.670329670329664
491,29.41103266228949,39.87362637362638
492,32.2912087912088,43.85714285714285
493,33.94505494505494,41.373626373626365
494,32.16483516483516,41.01648351648351
495,33.802197802197796,37.032096328666974
496,31.219780219780223,36.59684198542653
497,32.05494505494506,39.1079624443971
498,33.97252747252747,34.725806564331194
499,32.32967032967033,38.214285714285715
500,31.56043956043956,37.467032967032964
501,32.03846153846154,33.67098820479987
502,30.47252747252747,35.07142857142857
503,31.71978021978022,35.92857142857143
504,31.840659340659336,33.52813106194273
505,32.357142857142854,31.594065127876792
506,34.48415680659505,34.4010989010989
507,36.364663993964285,36.75689641105063
508,34.50000000000001,37.72527472527472
509,33.99450549450549,37.48351648351649
510,32.35164835164835,37.379120879120876
511,30.989010989010985,37.48901098901099
512,31.395604395604398,33.950549450549445
513,34.677850807151096,36.708791208791204
514,33.73926847779739,34.70879120879121
515,30.85164835164835,32.03846153846154
516,32.81868131868132,32.25824175824176
517,31.906593406593405,32.97086150769074
518,31.604395604395606,34.7039552377669
519,28.62637362637363,33.35164835164835
520,28.0989010989011,34.082417582417584
521,31.36813186813187,32.85164835164834
522,28.252747252747255,34.43406593406594
523,31.758241758241756,31.09340659340659
524,30.13186813186813,29.879120879120872
525,29.752747252747252,30.91758241758242
526,30.84615384615385,30.219780219780223
527,31.28831852189558,29.516483516483518
528,31.11538461538461,33.37912087912088
529,31.524004653304946,34.132526666338336
530,31.8021978021978,34.372369057952355
531,31.384615384615383,34.36813186813187
532,30.708791208791215,29.24116277884881
533,29.53846153846154,33.55494505494506
534,31.104395604395613,32.12637362637363
535,30.07142857142857,32.29120879120879
536,26.673334411863323,30.85627215284279
537,29.989010989010993,32.09340659340659
538,30.657170256950046,33.440092278616916
539,29.016483516483518,30.434065934065934
540,30.318681318681318,26.956043956043953
541,28.161367290667577,30.252151789837818
542,27.631868131868128,28.467032967032967
543,28.796703296703296,31.686813186813193
544,29.124203223983013,32.71978021978022
545,28.58685683811367,31.791208791208785
546,29.811016410796203,29.230769230769234
547,29.43956043956044,27.587912087912084
548,29.505494505494507,27.74116277884881
549,29.749279378579665,29.329670329670325
550,25.659340659340664,27.537866075552113
551,26.340659340659343,27.580156154671425
552,27.13186813186813,27.225274725274726
553,28.499999999999996,29.109890109890117
554,27.142456637504782,31.214285714285715
555,27.840258835306983,27.752747252747255
556,28.09340659340659,26.252747252747252
557,27.395604395604394,26.489010989010993
558,27.362637362637358,30.41274644655811
559,24.884615384615383,28.6978021978022
560,26.637362637362635,27.48351648351649
561,29.747252747252748,27.230769230769234
562,29.401098901098905,28.10929464698068
563,28.543956043956047,29.170329670329675
564,26.170969993408242,31.510989010989015
565,27.950549450549453,32.450549450549445
566,25.192307692307697,31.010989010989007
567,26.286354608792855,31.532967032967026
568,26.905538156794986,27.703296703296704
569,26.2822464115467,25.554945054945055
570,26.617988851565904,27.23626373626373
571,26.857142857142854,26.802197802197803
572,27.989010989010985,28.170329670329675
573,25.5,28.60989010989011
574,28.678110409430182,27.340659340659343
575,26.112557064295597,31.03846153846154
576,29.675824175824175,28.10989010989011
577,28.016483516483518,29.615384615384617
578,25.58241758241758,29.159340659340664
579,23.90991750969731,28.44505494505495
580,21.75824175824176,30.05494505494505
581,27.510989010989007,28.401098901098898
582,27.70927189261656,29.560971399496033
583,25.423076923076923,29.251556326928394
584,25.36263736263737,32.07142857142858
585,23.60989010989011,29.52747252747253
586,26.989010989010993,25.459622611394238
587,25.948379048158845,27.576923076923073
588,24.57142857142857,24.3021978021978
589,25.00202663132692,27.31868131868132
590,22.043956043956044,25.236263736263734
591,22.14835164835165,27.087912087912084
592,23.972527472527474,24.948490337074876
593,24.340659340659343,26.56593406593407
594,22.4010989010989,28.747252747252737
595,21.91758241758242,29.34615384615385
596,23.17582417582418,28.25618264476719
597,22.280397783157284,26.85164835164835
598,22.934065934065934,27.75824175824176
599,21.642857142857142,26.675824175824175
600,21.395604395604394,27.972527472527474
601,23.076923076923073,26.697802197802197
602,22.4010989010989,27.32417582417582
603,20.912087912087916,25.56593406593407
604,23.203296703296704,23.16290749934215
605,18.956043956043956,26.20163073845998
606,18.31868131868132,25.470861507690742
607,19.758241758241756,22.978021978021978
608,19.335164835164832,23.096841985426526
609,20.782246411546698,25.324707663232296
610,21.13146762651577,25.48351648351649
611,19.4010989010989,24.109890109890106
612,22.258241758241756,24.5989010989011
613,19.747252747252748,22.88461538461538
614,22.0934065934066,25.89010989010989
615,21.24175824175824,25.10989010989011
616,20.63186813186813,24.059568856139496
617,20.78021978021978,26.58791208791209
618,21.659340659340657,25.510118306688945
619,22.73076923076923,24.692307692307686
620,24.08201707706522,25.04945054945055
621,22.785313780361925,25.203296703296704
622,23.43956043956044,24.68044797701862
623,21.593406593406595,24.824834358646022
624,24.307692307692307,25.5
625,24.071428571428573,25.604395604395606
626,23.757841252889396,24.21341500998565
627,24.68091817596632,25.0989010989011
628,23.653846153846153,25.3617666583373
629,22.049450549450547,26.588443926968555
630,21.71428571428572,23.076923076923077
631,20.884214879263023,24.37275566932631
632,19.95118977362802,26.378250174820813
633,21.664835164835168,28.346153846153843
634,22.139389268689555,24.945586784111416
635,21.071428571428573,23.72440402097466
636,19.000000000000004,26.483516483516482
637,20.301797296845447,24.494505494505496
638,21.356341846438134,22.03846153846154
639,21.42857142857143,23.830328864140537
640,20.900297890394178,20.791208791208792
641,22.917181912230053,20.66483516483516
642,22.13146762651577,19.915469351084337
643,22.24175824175824,19.813186813186817
644,19.63736263736264,20.95054945054945
645,18.97252747252747,20.41758241758242
646,21.780219780219777,22.56043956043956
647,21.219780219780223,19.47252747252747
648,24.027472527472526,18.478021978021978
649,23.725274725274726,20.241758241758244
650,23.923076923076927,17.148351648351646
651,20.752747252747255,19.774725274725274
652,22.263335758383903,20.571428571428577
653,22.906593406593405,22.060439560439555
654,21.807692307692307,19.35164835164835
655,19.752747252747252,18.280219780219777
656,19.351648351648354,20.77280942458106
657,19.09340659340659,19.91208791208791
658,20.10989010989011,22.115384615384617
659,18.702896197944344,21.027472527472526
660,19.395604395604394,22.965367002196242
661,18.697802197802197,20.994505494505493
662,20.529499158799446,20.516483516483518
663,22.362637362637365,21.62087912087912
664,23.269230769230774,20.73076923076923
665,21.032967032967033,20.994505494505496
666,19.989010989010985,21.495164028975697
667,20.945054945054945,22.532967032967033
668,20.983516483516482,23.890109890109894
669,20.604395604395606,21.692966226777894
670,19.263736263736263,22.56593406593407
671,18.23076923076923,23.25274725274725
672,19.582417582417584,22.973186006997672
673,18.928571428571427,24.483516483516482
674,18.714285714285715,22.796703296703296
675,19.4010989010989,22.82967032967033
676,18.785714285714285,22.280219780219777
677,17.17582417582418,23.020312057141293
678,15.521978021978022,21.07692307692308
679,18.708791208791208,23.63186813186813
680,18.24175824175824,22.324175824175825
681,16.505494505494507,20.373626373626376
682,17.18718234736752,20.565934065934066
683,19.87912087912088,21.21978021978022
684,15.53846153846154,20.450549450549453
685,16.543956043956044,19.247252747252748
686,15.64835164835165,20.747252747252745
687,15.52747252747253,19.96153846153846
688,15.087511582559726,23.642857142857146
689,17.505494505494507,21.291208791208792
690,16.296703296703296,18.478021978021978
691,14.84065934065934,14.626373626373628
692,13.252747252747252,13.423076923076923
693,13.474813706133476,17.362637362637365
694,11.285313780361925,15.928571428571427
695,12.587511582559726,17.86813186813187
696,13.862236857285,17.69410141683305
697,13.982715472811758,18.681318681318682
698,12.369757994106426,15.576923076923075
699,13.23076923076923,14.75274725274725
700,12.669929164977306,16.225274725274723
701,11.295648046904876,17.142857142857146
702,10.763335758383901,18.296703296703296
703,12.928571428571429,19.021978021978022
704,12.51648351648352,15.747252747252748
705,12.879120879120878,15.34065934065934
706,11.565934065934066,17.24175824175824
707,11.274725274725274,17.060439560439566
708,10.978021978021976,18.01648351648351
709,11.489010989010989,16.503828540657782
710,11.835164835164836,18.668663705492943
711,12.08241758241758,17.252747252747252
712,11.868131868131867,16.615384615384617
713,11.70879120879121,14.456043956043954
714,10.648351648351648,15.472527472527473
715,10.25824175824176,13.611683834415468
716,9.527472527472526,13.460667757238399
717,10.736263736263735,16.753405787217453
718,10.64245663750478,17.13186813186813
719,10.038461538461537,16.42307692307692
720,11.472527472527474,17.543956043956044
721,10.25274725274725,16.01098901098901
722,10.379120879120878,14.252747252747254
723,8.274725274725274,15.175824175824175
724,10.268250293148686,15.20879120879121
725,9.26275578765418,15.10989010989011
726,8.295722820621213,14.516483516483513
727,9.246272271170664,13.862637362637361
